Date,Product_ID,Product_Name,Category,Supplier,Units_In_Stock,Units_Sold,Reorder_Level,Unit_Cost,Selling_Price,Profit_Margin,Storage_Location,Expiry_Date,Seasonal_Demand,Promotion_Status,Customer_Rating,Return_Rate
2024-02-01,PRD-5024,Nuts,Food & Beverages,Food Source Ltd,221,22,54,9.5,18.67,49.1,Outdoor Storage,2024-10-05,5,BOGO,3.0,2.2
2024-03-05,PRD-5024,Nuts,Food & Beverages,Food Source Ltd,458,27,119,9.5,18.67,49.1,Outdoor Storage,2024-12-15,5,Discount 20%,4.7,1.2
2024-04-25,PRD-5024,Nuts,Food & Beverages,Food Source Ltd,97,40,36,9.5,18.67,49.1,Warehouse C,2024-11-21,5,No Promotion,4.3,1.9
2024-05-13,PRD-5024,Nuts,Food & Beverages,Food Source Ltd,481,5,160,9.5,18.67,49.1,Store Floor,2025-08-09,5,No Promotion,3.4,1.0
2024-06-06,PRD-5024,Nuts,Food & Beverages,Food Source Ltd,400,42,81,9.5,18.67,49.1,Warehouse C,2026-01-15,5,Buy 2 Get 1,4.5,3.0
2024-06-29,PRD-5024,Nuts,Food & Beverages,Food Source Ltd,89,42,24,9.5,18.67,49.1,Warehouse C,2026-06-09,5,Buy 2 Get 1,4.1,2.9
2024-01-03,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,59,7,13,188.83,289.66,34.81,Warehouse A,N/A,5,No Promotion,3.2,1.6
2024-01-31,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,16,6,7,188.83,289.66,34.81,Cold Storage,N/A,5,BOGO,3.9,1.7
2024-03-02,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,91,13,17,188.83,289.66,34.81,Cold Storage,N/A,5,No Promotion,3.7,2.3
2024-04-19,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,24,28,10,188.83,289.66,34.81,Warehouse C,N/A,7,Clearance Sale,3.8,7.7
2024-05-12,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,85,19,17,188.83,289.66,34.81,Cold Storage,N/A,7,Seasonal Sale,3.8,1.4
2024-06-17,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,69,7,23,188.83,289.66,34.81,Warehouse A,N/A,8,No Promotion,3.3,1.9
2024-07-16,PRD-5025,Plant Pot,Home & Garden,Beauty Brands,125,9,31,188.83,289.66,34.81,Store Floor,N/A,8,BOGO,3.1,7.2
2024-01-13,PRD-5026,Children Book,Books,Health First,16,15,9,5.24,11.06,52.59,Backroom,N/A,5,Clearance Sale,3.6,5.1
2024-02-09,PRD-5026,Children Book,Books,Health First,44,16,19,5.24,11.06,52.59,Backroom,N/A,5,Seasonal Sale,4.1,2.8
2024-03-26,PRD-5026,Children Book,Books,Health First,64,14,11,5.24,11.06,52.59,Backroom,N/A,5,Discount 20%,3.2,1.3
2024-04-10,PRD-5026,Children Book,Books,Health First,70,23,27,5.24,11.06,52.59,Backroom,N/A,5,No Promotion,3.5,3.8
2024-05-12,PRD-5026,Children Book,Books,Health First,113,9,41,5.24,11.06,52.59,Backroom,N/A,5,Discount 20%,4.8,7.6
2024-05-30,PRD-5026,Children Book,Books,Health First,52,3,9,5.24,11.06,52.59,Backroom,N/A,5,BOGO,3.5,6.5
2024-07-03,PRD-5026,Children Book,Books,Health First,115,22,31,5.24,11.06,52.59,Outdoor Storage,N/A,5,Buy 2 Get 1,4.0,4.5
2024-01-25,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,267,18,83,12.22,15.42,20.75,Warehouse A,2024-08-03,5,No Promotion,4.5,1.7
2024-01-31,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,342,29,82,12.22,15.42,20.75,Warehouse A,2025-01-24,5,Buy 2 Get 1,4.8,2.9
2024-03-14,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,67,18,19,12.22,15.42,20.75,Backroom,2025-01-18,5,Discount 20%,4.7,0.9
2024-04-01,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,222,19,53,12.22,15.42,20.75,Cold Storage,2024-10-07,5,Seasonal Sale,4.3,2.3
2024-05-18,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,124,46,38,12.22,15.42,20.75,Store Floor,2025-08-20,5,Seasonal Sale,4.8,1.2
2024-06-23,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,402,33,138,12.22,15.42,20.75,Warehouse C,2026-06-11,5,BOGO,4.6,1.3
2024-07-02,PRD-5027,Vitamin Water,Food & Beverages,Home Essentials Inc,227,26,82,12.22,15.42,20.75,Backroom,2026-01-04,5,Seasonal Sale,3.1,1.7
2024-01-24,PRD-5028,Board Game,Toys,Toy Universe,45,21,16,32.79,75.16,56.37,Cold Storage,N/A,5,Clearance Sale,4.5,2.0
2024-02-21,PRD-5028,Board Game,Toys,Toy Universe,34,13,15,32.79,75.16,56.37,Outdoor Storage,N/A,5,Buy 2 Get 1,4.7,7.4
2024-03-24,PRD-5028,Board Game,Toys,Toy Universe,30,3,9,32.79,75.16,56.37,Cold Storage,N/A,5,Discount 20%,3.8,2.6
2024-04-03,PRD-5028,Board Game,Toys,Toy Universe,0,28,4,32.79,75.16,56.37,Warehouse C,N/A,5,BOGO,3.2,6.6
2024-05-15,PRD-5028,Board Game,Toys,Toy Universe,21,6,5,32.79,75.16,56.37,Warehouse B,N/A,5,Seasonal Sale,3.0,3.0
2024-06-18,PRD-5028,Board Game,Toys,Toy Universe,117,25,33,32.79,75.16,56.37,Store Floor,N/A,5,Seasonal Sale,3.8,3.4
2024-07-20,PRD-5028,Board Game,Toys,Toy Universe,125,15,34,32.79,75.16,56.37,Warehouse C,N/A,5,BOGO,4.1,1.2
2024-01-23,PRD-5029,Lipstick,Beauty,Home Essentials Inc,37,43,17,96.19,323.14,70.23,Warehouse C,2024-05-29,5,Seasonal Sale,3.1,7.8
2024-02-04,PRD-5029,Lipstick,Beauty,Home Essentials Inc,102,41,48,96.19,323.14,70.23,Backroom,2025-11-06,5,Seasonal Sale,4.1,2.8
2024-03-17,PRD-5029,Lipstick,Beauty,Home Essentials Inc,0,33,8,96.19,323.14,70.23,Outdoor Storage,2026-02-13,5,Seasonal Sale,4.6,7.0
2024-04-14,PRD-5029,Lipstick,Beauty,Home Essentials Inc,43,33,15,96.19,323.14,70.23,Outdoor Storage,2024-09-25,5,BOGO,4.8,5.2
2024-05-16,PRD-5029,Lipstick,Beauty,Home Essentials Inc,66,43,17,96.19,323.14,70.23,Store Floor,2024-09-19,5,Seasonal Sale,3.3,2.7
2024-06-15,PRD-5029,Lipstick,Beauty,Home Essentials Inc,76,45,26,96.19,323.14,70.23,Cold Storage,2025-07-02,5,Discount 20%,4.9,1.8
2024-07-12,PRD-5029,Lipstick,Beauty,Home Essentials Inc,68,5,13,96.19,323.14,70.23,Cold Storage,2026-02-27,5,BOGO,4.4,6.5
2024-01-15,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,75,13,22,6.79,12.77,46.84,Warehouse C,N/A,5,No Promotion,4.6,3.2
2024-02-16,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,26,5,7,6.79,12.77,46.84,Warehouse A,N/A,5,BOGO,3.3,1.6
2024-03-14,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,53,13,9,6.79,12.77,46.84,Warehouse A,N/A,5,Buy 2 Get 1,3.1,5.6
2024-04-23,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,18,15,10,6.79,12.77,46.84,Warehouse B,N/A,5,Buy 2 Get 1,3.9,7.4
2024-05-15,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,58,10,16,6.79,12.77,46.84,Warehouse B,N/A,5,Buy 2 Get 1,3.9,1.4
2024-06-17,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,45,3,13,6.79,12.77,46.84,Warehouse A,N/A,5,No Promotion,4.7,1.2
2024-07-11,PRD-5030,Tire Gauge,Automotive,Fashion Forward Ltd,57,1,18,6.79,12.77,46.84,Warehouse B,N/A,5,Buy 2 Get 1,4.2,2.8
2024-01-21,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,108,27,31,225.15,521.74,56.85,Cold Storage,N/A,5,No Promotion,3.6,3.1
2024-02-20,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,39,19,16,225.15,521.74,56.85,Store Floor,N/A,5,No Promotion,3.4,1.2
2024-03-26,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,87,8,30,225.15,521.74,56.85,Store Floor,N/A,5,No Promotion,3.1,5.8
2024-04-04,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,15,5,6,225.15,521.74,56.85,Warehouse C,N/A,6,Buy 2 Get 1,3.7,1.6
2024-05-22,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,57,27,25,225.15,521.74,56.85,Outdoor Storage,N/A,8,Seasonal Sale,3.8,7.8
2024-06-22,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,14,15,5,225.15,521.74,56.85,Warehouse B,N/A,8,Buy 2 Get 1,3.1,6.3
2024-07-22,PRD-5031,Coffee Maker,Home & Garden,Fashion Forward Ltd,117,15,32,225.15,521.74,56.85,Warehouse A,N/A,7,No Promotion,4.5,5.2
2024-01-07,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,82,22,21,49.97,101.16,50.6,Warehouse C,N/A,5,No Promotion,4.7,7.6
2024-02-14,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,58,6,20,49.97,101.16,50.6,Warehouse A,N/A,5,Seasonal Sale,3.8,2.8
2024-03-02,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,49,18,12,49.97,101.16,50.6,Store Floor,N/A,5,Seasonal Sale,3.3,2.4
2024-04-08,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,125,4,28,49.97,101.16,50.6,Store Floor,N/A,8,No Promotion,3.3,2.9
2024-05-22,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,94,29,32,49.97,101.16,50.6,Backroom,N/A,6,BOGO,4.1,3.5
2024-06-23,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,60,12,14,49.97,101.16,50.6,Outdoor Storage,N/A,6,Clearance Sale,4.4,7.5
2024-07-17,PRD-5032,Coffee Maker,Home & Garden,Beauty Brands,138,8,39,49.97,101.16,50.6,Warehouse A,N/A,8,BOGO,4.1,1.8
2024-01-14,PRD-5033,Dress,Clothing,Auto Parts Plus,75,2,14,76.11,262.82,71.04,Warehouse C,N/A,9,BOGO,4.8,9.2
2024-02-22,PRD-5033,Dress,Clothing,Auto Parts Plus,86,12,31,76.11,262.82,71.04,Outdoor Storage,N/A,5,BOGO,3.5,6.5
2024-03-04,PRD-5033,Dress,Clothing,Auto Parts Plus,48,25,13,76.11,262.82,71.04,Warehouse B,N/A,5,Seasonal Sale,4.6,7.1
2024-04-12,PRD-5033,Dress,Clothing,Auto Parts Plus,164,26,39,76.11,262.82,71.04,Warehouse C,N/A,5,No Promotion,4.5,2.4
2024-05-20,PRD-5033,Dress,Clothing,Auto Parts Plus,93,10,20,76.11,262.82,71.04,Backroom,N/A,5,No Promotion,3.1,3.7
2024-06-03,PRD-5033,Dress,Clothing,Auto Parts Plus,127,13,30,76.11,262.82,71.04,Warehouse C,N/A,5,Discount 20%,3.4,6.4
2024-07-22,PRD-5033,Dress,Clothing,Auto Parts Plus,117,10,27,76.11,262.82,71.04,Warehouse B,N/A,5,Buy 2 Get 1,4.7,6.7
2024-01-15,PRD-5034,Sneakers,Clothing,Beauty Brands,62,9,19,16.33,48.34,66.22,Warehouse C,N/A,8,BOGO,4.6,5.0
2024-02-15,PRD-5034,Sneakers,Clothing,Beauty Brands,131,23,41,16.33,48.34,66.22,Warehouse A,N/A,5,BOGO,3.6,5.2
2024-03-04,PRD-5034,Sneakers,Clothing,Beauty Brands,38,14,17,16.33,48.34,66.22,Cold Storage,N/A,5,Discount 20%,4.2,10.0
2024-04-05,PRD-5034,Sneakers,Clothing,Beauty Brands,81,24,17,16.33,48.34,66.22,Cold Storage,N/A,5,BOGO,4.4,10.0
2024-05-07,PRD-5034,Sneakers,Clothing,Beauty Brands,47,16,12,16.33,48.34,66.22,Warehouse C,N/A,5,Clearance Sale,5.0,10.0
2024-06-12,PRD-5034,Sneakers,Clothing,Beauty Brands,105,26,45,16.33,48.34,66.22,Store Floor,N/A,5,No Promotion,4.2,5.0
2024-07-06,PRD-5034,Sneakers,Clothing,Beauty Brands,10,30,10,16.33,48.34,66.22,Store Floor,N/A,5,BOGO,3.9,8.1
2024-01-16,PRD-5035,Action Figure,Toys,Health First,17,17,10,12.77,35.04,63.54,Backroom,N/A,5,Discount 20%,3.7,1.8
2024-02-12,PRD-5035,Action Figure,Toys,Health First,78,14,26,12.77,35.04,63.54,Backroom,N/A,5,No Promotion,4.2,1.3
2024-03-07,PRD-5035,Action Figure,Toys,Health First,38,3,6,12.77,35.04,63.54,Warehouse A,N/A,5,No Promotion,3.0,5.7
2024-04-12,PRD-5035,Action Figure,Toys,Health First,90,18,22,12.77,35.04,63.54,Outdoor Storage,N/A,5,No Promotion,3.5,6.2
2024-05-08,PRD-5035,Action Figure,Toys,Health First,124,12,46,12.77,35.04,63.54,Warehouse C,N/A,5,Clearance Sale,3.7,3.0
2024-06-14,PRD-5035,Action Figure,Toys,Health First,127,15,39,12.77,35.04,63.54,Cold Storage,N/A,5,Discount 20%,4.3,6.3
2024-07-22,PRD-5035,Action Figure,Toys,Health First,23,26,16,12.77,35.04,63.54,Warehouse A,N/A,5,No Promotion,4.6,8.0
2024-01-15,PRD-5036,Lipstick,Beauty,Book Distributors,38,34,16,56.6,205.07,72.4,Warehouse A,2025-02-13,5,Discount 20%,4.3,5.6
2024-02-14,PRD-5036,Lipstick,Beauty,Book Distributors,65,17,12,56.6,205.07,72.4,Outdoor Storage,2025-11-03,5,No Promotion,4.8,1.8
2024-03-09,PRD-5036,Lipstick,Beauty,Book Distributors,114,34,25,56.6,205.07,72.4,Outdoor Storage,2024-11-06,5,No Promotion,4.1,4.3
2024-04-03,PRD-5036,Lipstick,Beauty,Book Distributors,11,30,12,56.6,205.07,72.4,Warehouse C,2024-08-30,5,BOGO,4.3,7.6
2024-04-30,PRD-5036,Lipstick,Beauty,Book Distributors,27,15,9,56.6,205.07,72.4,Backroom,2025-12-21,5,No Promotion,3.9,6.1
2024-06-12,PRD-5036,Lipstick,Beauty,Book Distributors,0,28,5,56.6,205.07,72.4,Cold Storage,2025-01-06,5,Buy 2 Get 1,4.8,1.8
2024-07-16,PRD-5036,Lipstick,Beauty,Book Distributors,88,23,22,56.6,205.07,72.4,Backroom,2026-03-04,5,No Promotion,3.5,7.6
2024-01-09,PRD-5037,Protein Powder,Health,Sports World,313,29,78,11.39,30.91,63.16,Warehouse A,2024-08-11,5,Seasonal Sale,4.9,2.1
2024-01-31,PRD-5037,Protein Powder,Health,Sports World,223,9,40,11.39,30.91,63.16,Store Floor,2025-01-13,5,Seasonal Sale,3.9,0.6
2024-03-13,PRD-5037,Protein Powder,Health,Sports World,362,7,82,11.39,30.91,63.16,Warehouse A,2025-07-15,5,Buy 2 Get 1,3.8,2.5
2024-04-01,PRD-5037,Protein Powder,Health,Sports World,122,26,38,11.39,30.91,63.16,Outdoor Storage,2025-12-19,5,Clearance Sale,3.5,2.8
2024-05-01,PRD-5037,Protein Powder,Health,Sports World,124,2,42,11.39,30.91,63.16,Cold Storage,2025-03-20,5,BOGO,3.0,0.6
2024-06-19,PRD-5037,Protein Powder,Health,Sports World,455,14,116,11.39,30.91,63.16,Warehouse B,2025-08-13,5,No Promotion,3.5,1.8
2024-07-21,PRD-5037,Protein Powder,Health,Sports World,387,8,110,11.39,30.91,63.16,Warehouse C,2026-02-14,5,BOGO,5.0,1.8
2024-01-22,PRD-5038,Hand Sanitizer,Health,Sports World,209,28,76,88.07,214.05,58.85,Warehouse B,2024-06-30,5,No Promotion,3.9,1.7
2024-02-06,PRD-5038,Hand Sanitizer,Health,Sports World,470,24,118,88.07,214.05,58.85,Cold Storage,2024-08-06,5,No Promotion,3.2,2.0
2024-03-25,PRD-5038,Hand Sanitizer,Health,Sports World,160,2,44,88.07,214.05,58.85,Warehouse C,2025-08-11,5,Seasonal Sale,3.9,1.2
2024-04-16,PRD-5038,Hand Sanitizer,Health,Sports World,406,25,68,88.07,214.05,58.85,Warehouse A,2025-08-10,5,Discount 20%,4.6,2.7
2024-05-08,PRD-5038,Hand Sanitizer,Health,Sports World,267,9,95,88.07,214.05,58.85,Warehouse C,2025-07-02,5,Buy 2 Get 1,4.4,2.1
2024-05-30,PRD-5038,Hand Sanitizer,Health,Sports World,200,15,60,88.07,214.05,58.85,Outdoor Storage,2025-12-12,5,Clearance Sale,3.7,1.2
2024-07-18,PRD-5038,Hand Sanitizer,Health,Sports World,310,18,56,88.07,214.05,58.85,Warehouse C,2025-10-21,5,Buy 2 Get 1,3.2,0.8
2024-01-14,PRD-5039,Helmet,Sports,Home Essentials Inc,35,5,9,42.9,80.28,46.56,Warehouse C,N/A,5,BOGO,3.4,2.5
2024-02-09,PRD-5039,Helmet,Sports,Home Essentials Inc,99,26,37,42.9,80.28,46.56,Warehouse B,N/A,5,Discount 20%,3.7,3.4
2024-03-26,PRD-5039,Helmet,Sports,Home Essentials Inc,93,6,29,42.9,80.28,46.56,Warehouse B,N/A,5,No Promotion,3.0,3.0
2024-04-12,PRD-5039,Helmet,Sports,Home Essentials Inc,58,21,23,42.9,80.28,46.56,Store Floor,N/A,8,BOGO,4.4,6.3
2024-05-11,PRD-5039,Helmet,Sports,Home Essentials Inc,25,23,15,42.9,80.28,46.56,Warehouse C,N/A,6,Buy 2 Get 1,3.7,6.8
2024-06-06,PRD-5039,Helmet,Sports,Home Essentials Inc,38,11,9,42.9,80.28,46.56,Warehouse A,N/A,8,Clearance Sale,4.0,5.7
2024-06-29,PRD-5039,Helmet,Sports,Home Essentials Inc,118,9,30,42.9,80.28,46.56,Warehouse A,N/A,7,BOGO,3.4,3.5
2024-01-13,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,94,19,36,19.27,34.18,43.62,Store Floor,2026-01-03,5,No Promotion,4.8,0.8
2024-02-25,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,274,12,84,19.27,34.18,43.62,Warehouse C,2024-07-27,5,Seasonal Sale,4.4,1.1
2024-03-25,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,69,47,19,19.27,34.18,43.62,Backroom,2025-02-04,5,No Promotion,4.3,0.8
2024-04-01,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,191,37,63,19.27,34.18,43.62,Warehouse C,2025-01-01,5,Buy 2 Get 1,4.8,1.7
2024-05-17,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,157,9,35,19.27,34.18,43.62,Store Floor,2025-03-02,5,Clearance Sale,3.4,1.0
2024-06-23,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,183,17,67,19.27,34.18,43.62,Cold Storage,2026-02-25,5,No Promotion,3.2,2.0
2024-07-14,PRD-5040,Protein Bar,Food & Beverages,Fashion Forward Ltd,446,49,147,19.27,34.18,43.62,Outdoor Storage,2025-09-27,5,No Promotion,4.3,2.8
2024-01-15,PRD-5041,Face Mask,Health,Food Source Ltd,354,24,77,82.92,224.59,63.08,Warehouse B,2024-08-14,5,Clearance Sale,4.4,0.5
2024-01-31,PRD-5041,Face Mask,Health,Food Source Ltd,479,18,95,82.92,224.59,63.08,Warehouse B,2024-12-05,5,Clearance Sale,3.6,2.6
2024-03-07,PRD-5041,Face Mask,Health,Food Source Ltd,98,30,40,82.92,224.59,63.08,Outdoor Storage,2025-03-12,5,Seasonal Sale,4.7,1.2
2024-04-16,PRD-5041,Face Mask,Health,Food Source Ltd,248,22,90,82.92,224.59,63.08,Store Floor,2025-12-26,5,No Promotion,4.1,1.3
2024-05-11,PRD-5041,Face Mask,Health,Food Source Ltd,71,28,20,82.92,224.59,63.08,Warehouse C,2025-04-13,5,No Promotion,4.4,2.2
2024-06-16,PRD-5041,Face Mask,Health,Food Source Ltd,152,4,44,82.92,224.59,63.08,Warehouse C,2026-04-04,5,Clearance Sale,4.1,0.6
2024-07-22,PRD-5041,Face Mask,Health,Food Source Ltd,83,19,20,82.92,224.59,63.08,Store Floor,2025-08-27,5,No Promotion,4.0,1.8
2024-01-24,PRD-5042,Lamp,Home & Garden,Food Source Ltd,46,18,21,57.64,136.66,57.83,Backroom,N/A,5,Seasonal Sale,5.0,5.1
2024-02-24,PRD-5042,Lamp,Home & Garden,Food Source Ltd,52,8,15,57.64,136.66,57.83,Cold Storage,N/A,5,Buy 2 Get 1,4.8,6.4
2024-03-21,PRD-5042,Lamp,Home & Garden,Food Source Ltd,29,26,13,57.64,136.66,57.83,Outdoor Storage,N/A,5,Seasonal Sale,4.3,5.4
2024-04-24,PRD-5042,Lamp,Home & Garden,Food Source Ltd,62,3,17,57.64,136.66,57.83,Warehouse C,N/A,6,No Promotion,4.3,4.9
2024-05-12,PRD-5042,Lamp,Home & Garden,Food Source Ltd,50,25,22,57.64,136.66,57.83,Warehouse C,N/A,6,Buy 2 Get 1,3.2,3.2
2024-06-22,PRD-5042,Lamp,Home & Garden,Food Source Ltd,46,29,24,57.64,136.66,57.83,Warehouse B,N/A,8,Discount 20%,3.9,4.8
2024-07-23,PRD-5042,Lamp,Home & Garden,Food Source Ltd,29,23,13,57.64,136.66,57.83,Cold Storage,N/A,6,Buy 2 Get 1,4.2,3.6
2024-01-16,PRD-5043,Oil Filter,Automotive,Food Source Ltd,91,9,28,29.88,64.88,53.95,Warehouse A,N/A,5,No Promotion,3.8,2.5
2024-02-20,PRD-5043,Oil Filter,Automotive,Food Source Ltd,3,17,3,29.88,64.88,53.95,Store Floor,N/A,5,Buy 2 Get 1,3.6,4.9
2024-03-06,PRD-5043,Oil Filter,Automotive,Food Source Ltd,65,4,17,29.88,64.88,53.95,Warehouse A,N/A,5,Clearance Sale,4.1,5.2
2024-04-19,PRD-5043,Oil Filter,Automotive,Food Source Ltd,47,19,17,29.88,64.88,53.95,Warehouse B,N/A,5,Buy 2 Get 1,4.1,5.4
2024-05-15,PRD-5043,Oil Filter,Automotive,Food Source Ltd,12,11,4,29.88,64.88,53.95,Backroom,N/A,5,Seasonal Sale,4.2,4.8
2024-06-09,PRD-5043,Oil Filter,Automotive,Food Source Ltd,21,7,8,29.88,64.88,53.95,Warehouse C,N/A,5,Clearance Sale,3.5,1.9
2024-07-12,PRD-5043,Oil Filter,Automotive,Food Source Ltd,31,1,6,29.88,64.88,53.95,Outdoor Storage,N/A,5,No Promotion,3.8,6.9
2024-01-13,PRD-5044,Thermometer,Health,Book Distributors,486,2,140,98.46,238.66,58.74,Warehouse B,2025-07-22,5,Discount 20%,3.4,2.5
2024-01-31,PRD-5044,Thermometer,Health,Book Distributors,316,24,91,98.46,238.66,58.74,Cold Storage,2024-07-13,5,Buy 2 Get 1,4.8,2.4
2024-03-01,PRD-5044,Thermometer,Health,Book Distributors,420,28,80,98.46,238.66,58.74,Backroom,2025-12-20,5,Seasonal Sale,3.1,1.9
2024-04-05,PRD-5044,Thermometer,Health,Book Distributors,106,11,33,98.46,238.66,58.74,Warehouse C,2025-08-31,5,No Promotion,4.7,0.6
2024-05-23,PRD-5044,Thermometer,Health,Book Distributors,465,8,81,98.46,238.66,58.74,Cold Storage,2025-05-17,5,Discount 20%,4.8,2.2
2024-06-16,PRD-5044,Thermometer,Health,Book Distributors,468,29,92,98.46,238.66,58.74,Warehouse A,2025-08-31,5,Seasonal Sale,4.9,1.0
2024-07-01,PRD-5044,Thermometer,Health,Book Distributors,479,16,153,98.46,238.66,58.74,Outdoor Storage,2025-01-03,5,No Promotion,5.0,2.4
2024-01-22,PRD-5045,Tool Set,Home & Garden,TechSupply Co,131,5,42,152.24,352.71,56.84,Backroom,N/A,5,No Promotion,3.7,6.1
2024-02-14,PRD-5045,Tool Set,Home & Garden,TechSupply Co,63,7,13,152.24,352.71,56.84,Warehouse A,N/A,5,Seasonal Sale,3.9,3.3
2024-03-15,PRD-5045,Tool Set,Home & Garden,TechSupply Co,53,7,14,152.24,352.71,56.84,Store Floor,N/A,5,No Promotion,4.3,5.9
2024-04-13,PRD-5045,Tool Set,Home & Garden,TechSupply Co,14,28,12,152.24,352.71,56.84,Warehouse C,N/A,6,Buy 2 Get 1,4.6,3.0
2024-05-17,PRD-5045,Tool Set,Home & Garden,TechSupply Co,57,13,21,152.24,352.71,56.84,Cold Storage,N/A,8,Buy 2 Get 1,4.4,4.3
2024-06-17,PRD-5045,Tool Set,Home & Garden,TechSupply Co,99,10,25,152.24,352.71,56.84,Warehouse A,N/A,6,Seasonal Sale,3.5,4.5
2024-07-13,PRD-5045,Tool Set,Home & Garden,TechSupply Co,57,9,22,152.24,352.71,56.84,Outdoor Storage,N/A,7,Buy 2 Get 1,4.7,8.0
2024-01-16,PRD-5046,Thermometer,Health,Food Source Ltd,108,9,26,17.12,47.64,64.07,Cold Storage,2024-11-23,5,BOGO,3.5,2.7
2024-02-08,PRD-5046,Thermometer,Health,Food Source Ltd,259,27,46,17.12,47.64,64.07,Cold Storage,2024-05-07,5,BOGO,3.8,2.9
2024-03-16,PRD-5046,Thermometer,Health,Food Source Ltd,106,15,23,17.12,47.64,64.07,Outdoor Storage,2025-04-27,5,No Promotion,3.1,1.8
2024-04-05,PRD-5046,Thermometer,Health,Food Source Ltd,297,8,85,17.12,47.64,64.07,Outdoor Storage,2025-06-23,5,Seasonal Sale,3.5,0.9
2024-05-05,PRD-5046,Thermometer,Health,Food Source Ltd,444,19,104,17.12,47.64,64.07,Cold Storage,2024-07-17,5,Seasonal Sale,4.0,0.7
2024-06-10,PRD-5046,Thermometer,Health,Food Source Ltd,85,2,13,17.12,47.64,64.07,Warehouse C,2025-11-03,5,Seasonal Sale,3.1,2.2
2024-07-15,PRD-5046,Thermometer,Health,Food Source Ltd,391,15,87,17.12,47.64,64.07,Warehouse B,2024-11-20,5,No Promotion,3.2,2.4
2024-01-01,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,63,11,18,137.35,310.51,55.77,Store Floor,N/A,5,Discount 20%,3.2,7.8
2024-02-22,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,143,2,25,137.35,310.51,55.77,Outdoor Storage,N/A,5,No Promotion,4.1,5.0
2024-03-24,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,69,9,22,137.35,310.51,55.77,Cold Storage,N/A,5,Discount 20%,4.7,4.8
2024-04-10,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,79,24,23,137.35,310.51,55.77,Outdoor Storage,N/A,6,BOGO,4.0,3.1
2024-05-25,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,66,6,16,137.35,310.51,55.77,Warehouse B,N/A,6,Buy 2 Get 1,4.3,6.2
2024-06-09,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,22,2,7,137.35,310.51,55.77,Store Floor,N/A,7,Buy 2 Get 1,4.6,2.7
2024-07-22,PRD-5047,Tool Set,Home & Garden,Home Essentials Inc,59,28,26,137.35,310.51,55.77,Outdoor Storage,N/A,8,No Promotion,3.4,5.1
2024-01-17,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,29,44,19,10.86,39.64,72.6,Backroom,2025-08-03,5,No Promotion,3.3,7.6
2024-01-31,PRD-5048,Nail Polish,Beauty,Auto Parts Plus,103,46,47,10.86,39.64,72.6,Cold Storage,2025-12-27,5,No Promotion,4.0,2.7
